Actinobacillus succinogenes Guettler et al. (ATCC 55618D-5),$550.00,$550.00,seqeunce available,Unidentified bacterium,Genomic DNA from Actinobacillus succinogenesstrain 130Z [ATCC 55618],1,dried At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,Produces succinic acid,https://www.atcc.org/~/ps/55618D-5.ashx
Thermoplasma volcanium Segerer et al. (ATCC 51530D-5),$550.00,$550.00,NA,NA,Genomic DNA from strain DSM 4299 [ATCC 51530],1,dried At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/51530D-5.ashx
Methylobacillus flagellatus Govorukhina et al. (ATCC 51484D),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Methylobacillus flagellatus strain KT [ATCC 51484],1,frozen Concentration: 200 ng/uLVolume: 50 uLTotal DNA: 10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/51484D.ashx
Sanguibacter keddieii Fernandez-Garayzabal et al. (ATCC 51767D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Sanguibacter keddieii strain ST-74 [ATCC 51767],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/51767D-5.ashx
Heliobacterium modesticaldum Kimble et al. (ATCC 51547D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Heliobacterium modesticaldum strain Ice1 [ATCC 51547],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/51547D-5.ashx
Acinetobacter sp. (ATCC 49467D),$550.00,$550.00,NA,NA,Genomic DNA from Acinetobacter sp. strain AmMS 248 [ATCC 49467],1,dried Total DNA: 10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/49467D.ashx
Methylobacillus flagellatus Govorukhina et al. (ATCC 51484D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Methylobacillus flagellatus strain KT [ATCC 51484],1,dried At least 5 ug in 1X TE buffer,NA,NA,-20Celsius  or colder,NA,NA,"ATCC Genuine Nucleics can be used for assay development, verification, validation, monitoring of day-to-day test variation, and lot-to-lot performance of molecular-based assays.",https://www.atcc.org/~/ps/51484D-5.ashx
Sulfurospirillum deleyianum Schumacher et al. (ATCC 51133D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from strain Spirillum 5175 (ATCC 51133),1,freeze-dried At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/51133D-5.ashx
Rhizobium etli Segovia et al. (ATCC 51251D-5),$550.00,$550.00,NA,NA,Genomic DNA from Rhizobium etli strain CFN42 [ATCC 51251],1,dried Total DNA: At least 5 ug in 1X TE buffer.OD260/OD280: 1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/51251D-5.ashx
Gluconacetobacter diazotrophicus (Gillis et al.) Yamada et al. (ATCC 49037D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Gluconacetobacter diazotrophicus strain PA1 5 [ATCC 49037],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/49037D-5.ashx
Campylobacter jejuni subsp. jejuni (ATCC 49943D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Campylobacter jejuni subsp. jejuni strain LRA 094.06.89 [ATCC 49943],1,frozen Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/49943D-5.ashx
Thermanaerovibrio acidaminovorans  (Guangsheng et al.) Baena et al. (ATCC 49978D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from strain Su883 (ATCC 49978),1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/49978D-5.ashx
Atopobium rimae (Olsen et al.) Collins and Wallbanks (ATCC 49626D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Atopobium rimae strain VPI D140H-11A [ATCC 49626],1,"freeze-dried Total DNA: At least 5 ug in 1X TE buffer, driedOD260/OD280: 1.6 to 2.0",NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/49626D-5.ashx
Xanthomonas phaseoli (ex Smith) Gabriel et al. (ATCC 49119D),$550.00,$550.00,NA,NA,Genomic DNA from G-27 [ATCC 49119],1,frozen DNA INFORMATION:Concentration:  200 ng/ul                  Volume:  50 ul                                     Total DNA: 1 0. 0 ugLot #:  2040542,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/49119D.ashx
Shewanella woodyi Makemson et al. (ATCC 51908D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Shewanella woodyi strain MS32 [ATCC 51908],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/51908D-5.ashx
Ochrobactrum anthropi Holmes et al. (ATCC 49188D-5),$550.00,$550.00,NA,NA,Genomic DNA from Ochrobactrum anthropi strain CL 350/82 [ATCC 49188],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/49188D-5.ashx
Rahnella aquatilis Izard et al. (ATCC 49646D),$550.00,$550.00,NA,NA,Genomic DNA from Rahnella aquatilis strain SAL [ATCC 49646],1,dried Total DNA: 10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/49646D.ashx
Cellulomonas flavigena (Kellerman and McBeth) Bergey et al. (ATCC 482D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Cellulomonas flavigena strain NRS 134 [ATCC 482],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/482D-5.ashx
Desulfobacterium autotrophicum Brysch et al. (ATCC 43914D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Desulfobacterium autotrophicum Strain DSM 3382 (HRM2) [ATCC 43914],1,dried Total DNA: At least 5 ug in 1X TE bufferOD260/OD280:  1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43914D-5.ashx
Brachybacterium faecium Collins et al. (ATCC 43885D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Brachybacterium faecium strain NCIB 9860 [ATCC 43885],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer.OD260/OD280:  1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43885D-5.ashx
,$550.00,$550.00,seqeunce available,NA,Genomic DNA from Campylobacter ureolyticus strain P2N12 [ATCC 43606],1,dried At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43606D-5.ashx
Campylobacter jejuni subsp. jejuni (Jones et al.) Veron and Chatelain (ATCC 43446D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Campylobacter jejuni subsp. jejuni Strain MK104 [ATCC 43446],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43446D-5.ashx
Chitinophaga pinensis Sangkhobol and Skerman (ATCC 43595D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Chitinophaga pinensis strain UQM 2034 [ATCC 43595],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43595D-5.ashx
Campylobacter jejuni subsp. jejuni (Jones et al.) Veron and Chatelain (ATCC 43432D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Campylobacter jejuni subsp. jejuni Strain MK7 [ATCC 43432],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43432D-5.ashx
"Saccharophagus degradans Ekborg et al. 2005, sp. nov. (ATCC 43961D-5)",$550.00,$550.00,seqeunce available,Microbulbifer degradans,Genomic DNA from Saccharophagus degradans strain 2-40 [ATCC 43961],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43961D-5.ashx
Acidothermus cellulolyticus Mohagheghi et al. (ATCC 43068D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Acidothermus cellulolyticus strain 11B [ATCC 43068],1,freeze-dried At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43068D-5.ashx
Yokenella regensburgei Kosako et al. (ATCC 43003D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Yokenella regensburgei Strain CDC 1443-77 [ATCC 43003],1,dried Total DNA: At least 5 ug in 1X TE bufferOD260/OD280:  1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43003D-5.ashx
Rhodothermus marinus Alfredsson et al. (ATCC 43812D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Rhodothermus marinus strain R-10 [ATCC 43812],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43812D-5.ashx
Staphylococcus schleiferi subsp. schleiferi Freney et al. (ATCC 43808D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Staphylococcus schleiferi subsp. schleiferi strain N850274 [ATCC 43808],1,dried  At least 5 ug in 1X TE buffer.OD260/OD280: 1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43808D-5.ashx
Campylobacter jejuni subsp. jejuni (Jones et al.) Veron and Chatelain (ATCC 43503D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Campylobacter jejuni subsp. jejuni strain UA466 [ATCC 43503],1,frozen Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43503D-5.ashx
Planctomyces limnophilus Hirsch and Muller (ATCC 43296D-5),$550.00,$550.00,NA,NA,Genomic DNA from Planctomyces limnophilus strain 290 [ATCC 43296],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43296D-5.ashx
Cupriavidus metallidurans (Goris et al.) Vandamme and Coenye (ATCC 43123D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Cupriavidus metallidurans strain CH34 [ATCC 43123],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43123D-5.ashx
Yersinia pseudotuberculosis (Pfeiffer) Smith and Thal (ATCC 4284D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from 447 (ATCC 4284),1,dried At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/4284D-5.ashx
Haloarcula marismortui (ex Volcani) Oren et al. (ATCC 43049D-5),$550.00,$550.00,NA,NA,Genomic DNA from Haloarcula marismortui strain DSM 3752 [ATCC 43049],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43049D-5.ashx
Methanococcus maripaludis Jones et al. (ATCC 43000D-5),$550.00,$550.00,NA,NA,Genomic DNA from Methanococcus maripaludis strain DSM 2067 [ATCC 43000],1,frozen Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/43000D-5.ashx
Moorella thermoacetica (Fontaine et al.) Collins et al. (ATCC 39073D-5),$550.00,$550.00,seqeunce available,Clostridium thermoaceticum Fontaine et al.,Genomic DNA from Moorella thermoacetica [ATCC 39073],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/39073D-5.ashx
Streptomyces cattleya (ATCC 35852D),$550.00,$550.00,NA,NA,Genomic DNA from NRRL 8057 [ATCC 35852],1,dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/35852D.ashx
Porphyromonas endodontalis (van Steenbergen et al.) Shah and Collins (ATCC 35406D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Porphyromonas endodontalis strain HG 370 [ATCC 35406],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/35406D-5.ashx
Listeria welshimeri Rocourt and Grimont (ATCC 35897D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Listeria welshimeri strain V8 [ATCC 35897],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/35897D-5.ashx
Xylella fastidiosa Wells et al. (ATCC 35881D),"For-Profit:
$550.00",,seqeunce available,NA,Genomic DNA from 2694 PCE-FG [ATCC 35881],1,frozen DNA INFORMATION:Total DNA:  10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/35881D.ashx
Listeria seeligeri Rocourt and Grimont (ATCC 35967D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Listeria seeligeri strain 1120 [ATCC 35967],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,Food testing,https://www.atcc.org/~/ps/35967D-5.ashx
Natronomonas pharaonis (Soliman and Trueper) Kamekura et al. (ATCC 35678D-5),$550.00,$550.00,NA,Halobacterium pharaonis Soliman and Trueper,Genomic DNA from Natronomonas pharaonis strain DSM 2160 [ATCC 35678],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/35678D-5.ashx
Elizabethkingia miricola (ATCC 33958D),"For-Profit:
$314.00",,NA,Chryseobacterium meningosepticum (King) Vandamme et al.,Genomic DNA from Elizabethkingia miricola [ATCC 33958],1,dried Total DNA: 10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33958D.ashx
Roseobacter denitrificans Shiba (ATCC 33942D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Roseobacter denitrificans strain OCh 114 [ATCC 33942],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33942D-5.ashx
Clostridium beijerinckii Donker emend. Keis et al. (ATCC 35702D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Clostridium beijerinckii strain SA-1 [ATCC 35702],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,-20Celsius  or colder,NA,NA,"ATCC Genuine Nucleics can be used for assay development, verification, validation, monitoring of day-to-day test variation, and lot-to-lot performance of molecular-based assays.",https://www.atcc.org/~/ps/35702D-5.ashx
Methanococcus vannielii Stadtman and Barker (ATCC 35089D-5),$550.00,$550.00,NA,NA,Genomic DNA from Methanococcus vannielii strain SB [ATCC 35089],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/35089D-5.ashx
Xanthomonas campestris (Pammel) Dowson pathovar campestris (ATCC 33913D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Xanthomonas campestris pathovar campestris strain NCPPB 528 [ATCC 33913],1,dried Total DNA: At least 5 ug in 1X TE buffer.OD260/OD280: 1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33913D-5.ashx
Sulfurimonas denitrificans (ATCC 33889D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from strain DSM 1251 (ATCC 33889),1,dried At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33889D-5.ashx
Spirosoma linguale Migula (ATCC 33905D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Spirosoma linguale strain DSM 74 [1] [ATCC 33905D-5],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33905D-5.ashx
Sulfolobus acidocaldarius Brock et al. (ATCC 33909D-5),$550.00,$550.00,NA,NA,Genomic DNA from strain 98-3 [ATCC 33909],1,dried At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33909D-5.ashx
Methanoculleus marisnigri (Romesser et al.) Maestrojuan et al. (ATCC 35101D-5),$550.00,$550.00,NA,NA,Genomic DNA from Methanoculleus marisnigri strain JR1 [ATCC 35101],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/35101D-5.ashx
Thermus thermophilus (Oshima and Imahori) Williams et al. (ATCC 33923D),"For-Profit:
$314.00",,NA,Thermus flavus,Genomic DNA from AT-62 [ATCC 33923],1,frozen DNA INFORMATION:Total DNA:  10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33923D.ashx
Synechococcus elongatus Nageli (ATCC 33912D-5),$550.00,$550.00,seqeunce available,Anacystis nidulans,Genomic DNA from Synechococcus elongatus strain PCC 7942 [ATCC 33912],1,dried Total DNA: At least 5 ug in 1X TE bufferOD260/OD280:  1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33912D-5.ashx
Capnocytophaga gingivalis Leadbetter emend. London et al. (ATCC 33624D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Capnocytophaga gingivalis [ATCC 33624],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33624D-5.ashx
Cytophaga hutchinsonii Winogradsky (ATCC 33406D-5),"For-Profit:
$550.00",,seqeunce available,NA,Genomic DNA from Cytophaga hutchinsonii strain NCIB 9469 [ATCC 33406],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33406D-5.ashx
Weissella paramesenteroides (Garvie) Collins et al. (ATCC 33313D),$550.00,$550.00,NA,NA,Genomic DNA from NCDO 803 [ATCC 33313],1,dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33313D.ashx
Sebaldella termitidis (Sebald) Collins and Shah (ATCC 33386D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Sebaldella termitidis strain NCTC 11300 [ATCC 33386],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33386D-5.ashx
Mesoplasma florum (McCoy et al.) Tully et al. (ATCC 33453D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Mesoplasma florum strain L1 [ATCC 33453],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33453D-5.ashx
Desulfovibrio oxamicus (Postgate and Campbell) Lopez-Cortes et al. (ATCC 33405D),$550.00,$550.00,NA,Desulfovibrio vulgaris subsp. oxamicus Postgate and Campbell,Genomic DNA from Desulfovibrio oxamicus strain NCIB 9442 [ATCC 33405],1,dried Total DNA: 10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33405D.ashx
Zymomonas mobilis (Lindner) Kluyver and van Niel (ATCC 31821D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Zymomonas mobilis strain ZM4 [ATCC 31821],1,"dried Total DNA:  At least 5 ug in 1X TE buffer, dried.OD260/OD280: 1.6 to 2.0",NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/31821D-5.ashx
Thermoanaerobacter pseudethanolicus (ATCC 33223D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from strain 39E (ATCC 33223),1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33223D-5.ashx
Halobacterium salinarum (Harrison and Kennedy) Elazari-Volcani (ATCC 33170D),$550.00,$550.00,NA,Halobacterium cutirubrum (Lochhead) Elazari-Volcani,Genomic DNA from Halobacterium salinarum strain NRC 34001 [ATCC 33170],1,frozen Concentration: 200 ng/uLVolume: 50 uLTotal DNA: 10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33170D.ashx
Renibacterium salmoninarum Sanders and Fryer (ATCC 33209D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Renibacterium salmoninarum strain Lea-1-74 [ATCC 33209],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/33209D-5.ashx
Yersinia pseudotuberculosis (Pfeiffer) Smith and Thal (ATCC 29910D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from strain CDC P62 [ATCC 29910],1,dried At least 5 ug in 1X TE buffer,NA,Atmosphere: Aerobic,NA,NA,NA,NA,https://www.atcc.org/~/ps/29910D-5.ashx
Flavonifractor plautii (Seguin) Carlier et al. (ATCC 29863D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Flavonifractor plautii Strain VPI 0310 [S1] [ATCC 29863],1,dried Total DNA: At least 5 ug in 1X TE bufferOD260/OD280:  1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/29863D-5.ashx
Haloferax volcanii (Mullakhanbhai and Larsen) Torreblanca et al. (ATCC 29605D),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Haloferax volcanii strain DS2 [ATCC 29605],1,frozen Concentration: 200 ng/uLVolume: 50 uLTotal DNA: 10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/29605D.ashx
Wolinella succinogenes (Wolin et al.) Tanner et al. (ATCC 29543D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from FDC 602W (ATCC 29543),1,dried At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/29543D-5.ashx
Trichormus variabilis Komarek and Anagnostidis (ATCC 29413D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Trichormus variabilis [ATCC 29413],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/29413D-5.ashx
Gloeobacter violaceus Rippka et al. (ATCC 29082D-5),$550.00,$550.00,NA,NA,Genomic DNA from Gloeobacter violaceus strain PCC 7421 [ATCC 29082],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/29082D-5.ashx
Nostoc sp. (ATCC 27893D-5),$550.00,$550.00,NA,Anabaena sp.,Genomic DNA from Nostoc sp. strain PCC 7120 [ATCC 27893],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/27893D-5.ashx
Methanospirillum hungatei corrig. Ferry et al. 1974 (ATCC 27890D-5),$550.00,$550.00,NA,NA,Genomic DNA from Methanospirillum hungatei strain JF-1 [ATCC 27890],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/27890D-5.ashx
Yersinia pseudotuberculosis (Pfeiffer) Smith and Thal (ATCC 27802D-5),$550.00,$550.00,seqeunce available,Yersinia rodentium (Bergey et al.) van Loghem,Genomic DNA from strain 105 [ATCC 27802],1,dried At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/27802D-5.ashx
Methylobacterium radiotolerans (Ito and Iizuka) Green and Bousfield (ATCC 27329D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Methylobacterium radiotolerans strain O-1 [ATCC 27329],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/27329D-5.ashx
Synechococcus sp. (ATCC 27264D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from strain PR-6 (ATCC 27264),1,freeze-dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/27264D-5.ashx
Actinobacillus pleuropneumoniae (Shope) Pohl et al. (ATCC 27088D),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Actinobacillus pleuropneumoniae strain 4074 [ATCC 27088],1,frozen Concentration: 200 ng/uLVolume: 50 uLTotal DNA: 10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/27088D.ashx
Actinobacillus pleuropneumoniae (Shope) Pohl et al. (ATCC 27088D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Actinobacillus pleuropneumoniae 4074 [ATCC 27088],1,dried At least 5 ug in 1X TE bufferOD260/OD280: 1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/27088D-5.ashx
Rhodospirillum rubrum (Esmarch) Molisch (ATCC 27048D),$550.00,$550.00,NA,NA,Genomic DNA from Rhodospirillum rubrum strain ICPB 2204 [ATCC 27048],1,dried Total DNA: 10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/27048D.ashx
Thermoplasma acidophilum Darland et al. (ATCC 25905D-5),$550.00,$550.00,NA,NA,Genomic DNA from Thermoplasma acidophilum strain 122-1B2 [ATCC 25905],1,dried Total DNA: At least 5 ug in 1X TE bufferOD260/OD280:  1.6 to 2.0,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/25905D-5.ashx
Pediococcus pentosaceus Mees (ATCC 25745D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Pediococcus pentosaceus strain 183-1w [ATCC 25745],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/25745D-5.ashx
Gordonia bronchialis (Tsukamura) Stackebrandt et al. (ATCC 25592D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Gordonia bronchialis strain 3410 (Ohba) [ATCC 25592],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/25592D-5.ashx
Geodermatophilus obscurus Luedemann (ATCC 25078D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Geodermatophilus obscurus strain D-20 [ATCC 25078],1,freeze-dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/25078D-5.ashx
Streptomyces griseinus Waksman (ATCC 23915D),$550.00,$550.00,NA,NA,Genomic DNA from ISP 5047 [ATCC 23915],1,dried,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/23915D.ashx
Bacillus halodurans Nielsen et al. (ATCC 21591D),$550.00,$550.00,NA,NA,Genomic DNA from Bacillus halodurans A-59 [ATCC 21591],1,dried Total DNA: 10 ug,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/21591D.ashx
Bacillus clausii Nielsen et al. (ATCC 21522D-5),$550.00,$550.00,seqeunce available,NA,Genomic DNA from Bacillus clausii strain 221 [ATCC 21522],1,dried Total DNA: At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/21522D-5.ashx
Thermomonospora curvata Henssen (ATCC 19995D-5),$550.00,$550.00,NA,NA,Genomic DNA from strain B9 (ATCC 19995),1,freeze-dried At least 5 ug in 1X TE buffer,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/19995D-5.ashx
Mycoplasma arthritidis  (ATCC 19611D),$550.00,$550.00,NA,Mycoplasma arthritidis (Sabin) Freundt,Genomic DNA from Mycoplasma arthritidis strain Preston [ATCC 19611],1,frozen Concentration: 1 ng/uLVolume: 50 uLTotal DNA: 50 ng,NA,NA,NA,NA,NA,NA,https://www.atcc.org/~/ps/19611D.ashx
